student_id,study_hours,attendance_pct,previous_score,assignment_completion,sleep_hours,participation,previous_performance,performance_class
STU-1525,4.7,88.0,84.2,92.7,6.0,8,7,Good
STU-1036,1.5,52.3,41.5,75.0,6.4,1,4,Needs Improvement
STU-1541,4.6,84.0,71.7,79.4,7.6,6,7,Good
STU-1171,1.9,42.0,42.0,56.8,3.4,3,3,Needs Improvement
STU-1655,4.2,91.0,79.3,80.6,7.1,8,7,Good
STU-1891,7.2,92.5,89.2,86.3,7.3,9,8,Excellent
STU-1858,5.3,89.5,87.2,91.7,7.0,8,9,Excellent
STU-1848,7.3,90.1,86.4,95.4,5.5,10,9,Excellent
STU-1945,5.8,94.8,93.1,98.4,6.4,10,9,Excellent
STU-1734,5.6,88.4,80.7,76.7,7.2,7,8,Good
STU-1096,1.9,54.9,63.0,12.2,7.4,4,1,Needs Improvement
STU-1564,6.0,82.4,65.0,84.3,8.0,7,7,Good
STU-1241,3.6,73.8,58.7,75.9,5.2,6,4,Average
STU-1743,3.0,83.4,84.2,84.8,6.3,8,7,Good
STU-1575,4.3,85.5,90.0,77.7,5.2,8,6,Good
STU-1691,5.7,78.9,81.5,91.0,5.2,7,6,Good
STU-1461,2.3,80.1,74.6,79.3,6.9,4,4,Average
STU-1554,5.0,79.4,69.1,82.2,8.3,8,7,Good
STU-1889,6.8,89.2,88.8,99.8,8.6,8,8,Excellent
STU-1207,2.0,42.4,52.0,42.2,5.0,4,5,Needs Improvement
STU-1393,1.0,71.6,66.7,62.6,7.1,5,7,Average
STU-1795,4.8,90.7,71.7,86.8,6.5,8,7,Good
STU-1398,3.6,81.0,60.5,62.2,5.3,4,5,Average
STU-1767,4.9,80.4,76.9,77.3,8.5,6,6,Good
STU-1849,8.4,87.7,95.6,100.0,6.3,9,8,Excellent
STU-1218,3.5,72.7,53.8,48.6,4.4,2,4,Needs Improvement
STU-1005,1.3,54.5,42.0,75.0,5.8,1,4,Needs Improvement
STU-1769,7.4,72.5,81.7,83.4,6.5,6,6,Good
STU-1643,5.7,96.1,73.2,94.0,5.0,5,6,Good
STU-1930,5.0,98.3,88.8,99.4,7.9,7,10,Excellent
STU-1613,4.0,87.2,75.3,88.2,8.6,7,7,Good
STU-1739,4.3,85.1,73.4,79.7,7.4,5,6,Good
STU-1547,4.8,87.1,74.0,94.6,5.9,7,8,Good
STU-1726,4.9,86.2,84.2,89.2,8.6,6,7,Good
STU-1684,5.1,75.9,72.1,99.0,6.8,8,6,Good
STU-1099,1.6,53.5,55.1,58.7,5.3,4,2,Needs Improvement
STU-1805,4.0,88.2,73.6,92.6,7.3,7,6,Good
STU-1728,4.1,75.1,73.8,78.0,8.8,7,7,Good
STU-1574,3.4,80.1,79.2,86.5,6.5,6,8,Good
STU-1407,4.5,64.7,66.5,63.1,5.9,4,4,Average
STU-1503,3.6,77.8,59.4,76.8,8.1,2,6,Average
STU-1048,2.4,57.9,39.0,53.1,4.8,4,3,Needs Improvement
STU-1033,1.4,71.1,48.6,35.8,4.7,4,2,Needs Improvement
STU-1780,3.7,91.9,86.4,82.9,6.8,5,7,Good
STU-1840,3.9,93.6,72.1,76.5,7.5,6,7,Good
STU-1201,0.9,64.4,59.9,62.8,7.3,2,1,Needs Improvement
STU-1135,2.0,51.2,35.2,65.1,6.8,3,5,Needs Improvement
STU-1028,0.4,52.6,56.6,55.2,3.9,3,4,Needs Improvement
STU-1881,7.0,97.5,84.4,89.6,8.9,8,9,Excellent
STU-1231,2.9,61.5,71.2,72.3,6.4,8,5,Average
STU-1490,3.6,59.8,72.4,75.3,8.3,5,6,Average
STU-1773,3.9,86.0,68.8,94.5,6.9,8,6,Good
STU-1379,2.9,62.8,65.1,81.1,5.5,7,6,Average
STU-1289,3.0,58.0,69.4,61.8,6.7,5,7,Average
STU-1419,3.1,75.7,76.0,81.9,7.6,4,4,Average
STU-1675,5.5,86.7,84.0,90.4,7.1,6,7,Good
STU-1392,3.5,86.4,71.0,76.7,7.2,5,6,Average
STU-1593,3.3,72.0,80.3,86.4,6.6,7,7,Good
STU-1499,4.6,79.3,58.5,58.6,6.2,5,6,Average
STU-1139,1.2,79.6,47.6,30.5,6.0,2,4,Needs Improvement
STU-1063,3.2,58.9,64.3,31.3,3.2,3,3,Needs Improvement
STU-1472,2.3,64.8,73.0,76.0,5.5,5,4,Average
STU-1648,4.2,87.0,83.7,90.3,6.2,8,6,Good
STU-1129,1.6,59.8,60.1,39.7,6.4,2,3,Needs Improvement
STU-1977,5.3,94.4,91.7,90.9,8.3,7,8,Excellent
STU-1521,4.3,84.9,72.1,86.8,6.3,5,7,Good
STU-1839,4.1,81.8,74.1,84.5,6.5,7,7,Good
STU-1963,7.6,96.0,93.7,96.2,9.5,7,7,Excellent
STU-1065,1.3,45.3,47.4,66.3,4.3,3,2,Needs Improvement
STU-1813,4.2,77.0,85.5,83.8,5.8,6,7,Good
STU-1015,1.8,55.2,33.8,45.7,5.3,2,3,Needs Improvement
STU-1157,2.5,58.6,55.3,50.8,5.9,1,4,Needs Improvement
STU-1041,1.9,65.9,63.9,33.4,9.0,1,3,Needs Improvement
STU-1493,3.8,64.9,64.2,65.8,6.1,4,4,Average
STU-1380,4.1,68.7,71.0,63.2,7.7,5,6,Average
STU-1188,2.2,57.7,56.2,72.9,6.6,3,1,Needs Improvement
STU-1764,5.2,75.8,74.6,84.9,8.8,6,4,Good
STU-1217,1.2,35.6,47.2,50.2,8.1,4,2,Needs Improvement
STU-1792,4.4,78.6,83.7,98.0,8.8,8,7,Good
STU-1053,2.4,53.2,50.2,52.2,5.9,2,3,Needs Improvement
STU-1879,6.9,92.5,83.4,95.9,9.2,8,8,Excellent
STU-1338,3.6,65.8,55.5,59.3,7.9,4,7,Average
STU-1749,3.4,93.2,79.1,92.4,7.0,6,8,Good
STU-1720,5.3,90.3,90.0,99.0,6.4,9,7,Good
STU-1725,4.8,87.7,70.9,85.6,7.7,5,7,Good
STU-1296,2.7,55.0,64.1,85.8,7.7,6,6,Average
STU-1702,3.6,87.6,73.1,83.6,8.4,8,7,Good
STU-1252,4.1,86.9,74.2,87.8,7.5,5,3,Average
STU-1727,4.9,79.6,83.7,99.0,7.1,7,7,Good
STU-1462,4.3,80.2,64.7,69.2,4.2,4,7,Average
STU-1456,4.4,64.4,71.3,81.0,8.8,4,6,Average
STU-1997,9.3,98.7,96.1,95.1,7.8,9,10,Excellent
STU-1816,2.7,91.8,79.8,82.0,9.0,7,6,Good
STU-1863,4.9,94.3,93.9,89.1,8.2,9,9,Excellent
STU-1270,2.7,73.8,67.0,65.7,7.1,4,5,Average
STU-1202,3.2,54.1,45.5,71.9,6.6,3,6,Needs Improvement
STU-1162,1.1,57.2,51.3,56.8,6.4,5,4,Needs Improvement
STU-1556,5.3,72.8,77.0,87.9,7.9,8,8,Good
STU-1730,4.9,88.4,79.2,80.3,7.1,5,7,Good
STU-1402,2.5,81.3,61.2,71.9,5.8,7,5,Average
STU-1703,3.5,87.3,84.4,84.6,8.5,8,9,Good
STU-1477,4.6,78.6,74.8,60.9,5.0,5,6,Average
STU-1822,5.0,85.9,72.1,86.7,5.9,8,5,Good
STU-1772,5.5,74.6,79.9,79.3,6.7,7,7,Good
STU-1106,2.2,61.1,57.8,75.0,7.3,1,1,Needs Improvement
STU-1566,4.2,85.4,76.6,94.3,7.3,6,9,Good
STU-1390,4.5,89.7,65.0,82.1,8.2,4,4,Average
STU-1002,2.5,52.4,53.4,45.0,5.1,3,1,Needs Improvement
STU-1938,8.6,92.8,96.1,94.3,8.8,8,9,Excellent
STU-1983,5.0,90.4,92.5,92.4,7.2,7,9,Excellent
STU-1562,5.3,78.9,79.0,91.4,8.6,8,8,Good
STU-1081,2.1,80.0,56.7,47.1,7.6,2,1,Needs Improvement
STU-1206,2.1,55.0,64.1,59.4,6.9,4,5,Needs Improvement
STU-1035,1.2,68.2,40.1,50.3,6.6,4,1,Needs Improvement
STU-1776,5.5,91.8,77.9,82.0,5.3,6,6,Good
STU-1509,3.8,75.0,64.2,61.3,6.9,4,2,Average
STU-1428,5.4,86.1,69.2,73.6,6.3,4,5,Average
STU-1455,4.1,78.1,71.8,77.7,5.3,4,4,Average
STU-1367,2.4,76.0,58.7,69.3,5.4,6,6,Average
STU-1092,1.9,42.5,35.0,47.0,8.3,2,1,Needs Improvement
STU-1340,3.7,82.9,75.1,69.8,5.0,4,5,Average
STU-1898,6.9,94.5,90.8,98.2,8.4,8,8,Excellent
STU-1565,4.5,78.3,81.1,81.6,9.3,7,6,Good
STU-1346,3.4,78.4,67.4,76.5,5.0,6,6,Average
STU-1777,4.9,83.9,82.1,83.0,7.0,8,7,Good
STU-1242,3.4,76.3,63.2,78.3,6.0,6,3,Average
STU-1014,2.7,49.6,44.7,46.1,3.6,3,3,Needs Improvement
STU-1316,3.6,85.9,67.5,70.2,6.6,3,6,Average
STU-1601,5.0,79.5,72.1,80.7,7.2,6,7,Good
STU-1388,4.6,67.5,75.7,77.5,4.9,5,2,Average
STU-1274,5.2,79.1,68.5,56.8,5.9,4,4,Average
STU-1167,0.5,38.3,58.2,75.0,7.9,3,4,Needs Improvement
STU-1841,4.0,99.6,93.0,89.7,6.2,10,8,Excellent
STU-1993,4.5,98.3,81.7,98.1,7.2,9,7,Excellent
STU-1647,5.3,98.0,85.1,94.4,5.7,8,7,Good
STU-1819,2.6,84.6,78.8,86.7,7.0,7,8,Good
STU-1485,4.0,75.1,54.0,65.8,6.5,5,7,Average
STU-1981,5.7,100.0,98.7,95.9,7.5,9,9,Excellent
STU-1505,1.6,65.6,75.5,88.0,6.5,3,8,Average
STU-1832,5.0,78.5,76.4,87.2,7.4,5,8,Good
STU-1244,3.6,79.1,72.8,76.7,6.3,6,7,Average
STU-1567,4.8,90.6,74.4,89.4,7.4,4,9,Good
STU-1876,5.8,98.7,96.7,92.1,6.2,9,8,Excellent
STU-1563,4.9,88.3,85.5,78.3,6.8,6,7,Good
STU-1687,3.4,81.8,76.4,76.6,6.4,7,8,Good
STU-1190,2.2,58.8,28.2,37.9,5.6,1,4,Needs Improvement
STU-1783,4.6,95.8,76.9,86.9,6.6,8,9,Good
STU-1700,4.7,79.6,77.9,76.0,6.0,8,8,Good
STU-1476,3.6,74.0,60.9,63.2,7.6,6,3,Average
STU-1682,4.5,92.2,82.8,87.1,6.1,7,7,Good
STU-1511,2.9,84.5,67.2,74.7,5.1,5,4,Average
STU-1059,0.8,56.3,49.2,59.7,6.9,1,1,Needs Improvement
STU-1475,4.2,90.0,66.4,64.9,4.7,5,6,Average
STU-1561,6.7,87.3,75.9,76.5,6.8,6,8,Good
STU-1857,5.5,96.1,93.9,95.6,8.5,7,9,Excellent
STU-1748,5.8,96.8,81.0,80.1,6.8,7,9,Good
STU-1253,3.0,67.3,78.0,71.4,6.7,6,5,Average
STU-1022,0.6,64.3,51.0,55.8,6.3,2,3,Needs Improvement
STU-1314,3.6,90.0,55.5,74.7,5.8,5,5,Average
STU-1460,4.6,79.9,77.5,58.1,6.0,4,6,Average
STU-1161,2.8,72.2,54.4,34.9,8.3,1,3,Needs Improvement
STU-1277,2.8,73.2,78.0,59.5,6.9,6,6,Average
STU-1956,7.0,91.9,85.8,88.9,6.9,9,8,Excellent
STU-1192,1.5,53.3,49.7,54.4,5.8,3,5,Needs Improvement
STU-1386,4.5,82.7,55.8,78.6,8.2,5,6,Average
STU-1806,5.5,98.0,72.0,84.8,7.3,8,6,Good
STU-1414,1.3,80.1,66.5,77.6,9.5,2,7,Average
STU-1492,2.1,63.7,67.0,74.3,5.9,5,7,Average
STU-1344,3.4,69.6,63.1,88.0,8.2,3,6,Average
STU-1770,6.5,91.1,78.1,95.8,5.6,5,5,Good
STU-1309,2.9,71.5,74.0,78.0,5.3,5,6,Average
STU-1662,4.1,92.6,80.6,77.0,6.6,7,8,Good
STU-1131,1.5,60.6,50.5,75.0,5.7,3,4,Needs Improvement
STU-1664,4.9,84.6,86.3,91.1,8.7,5,7,Good
STU-1872,6.9,94.9,86.8,92.9,7.7,7,9,Excellent
STU-1100,2.4,65.1,44.9,56.9,3.9,4,3,Needs Improvement
STU-1373,2.6,72.5,60.8,53.1,7.7,7,6,Average
STU-1088,3.1,65.9,47.4,56.2,4.1,6,3,Needs Improvement
STU-1459,2.5,80.6,71.3,77.1,8.0,3,7,Average
STU-1331,2.9,88.4,66.6,77.5,7.4,5,6,Average
STU-1215,2.7,65.1,55.8,43.7,4.6,3,3,Needs Improvement
STU-1467,2.4,83.4,69.7,88.0,5.5,4,5,Average
STU-1122,4.0,50.3,42.7,42.7,5.0,2,5,Needs Improvement
STU-1615,3.8,81.2,75.5,78.1,6.1,8,5,Good
STU-1021,2.0,73.7,31.9,54.8,6.2,4,1,Needs Improvement
STU-1701,4.4,79.9,71.8,84.6,7.7,8,6,Good
STU-1072,1.6,47.5,34.2,65.9,8.7,1,4,Needs Improvement
STU-1107,1.2,58.3,53.2,41.1,6.1,2,2,Needs Improvement
STU-1271,3.7,74.1,61.9,72.0,6.5,4,5,Average
STU-1861,7.1,95.6,100.0,94.0,7.2,8,9,Excellent
STU-1436,1.4,83.3,62.6,76.8,8.0,3,4,Average
STU-1103,1.8,71.2,49.1,54.3,5.3,3,3,Needs Improvement
